num,name_pt,name_zh,cas,ec,notes
814,Destilados (petróleo), naftênicos leves refinados com solvente, tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,溶剂精制轻质环烷基石油馏分（加氢处理，含DMSO提取物>3% m/m）,91995-54-9,295-316-0,
815,Extratos (petróleo), de solvente de destilados parafínicos leves tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,轻质石蜡基石油馏分溶剂提取物（加氢处理，含DMSO提取物>3% m/m）,91995-73-2,295-335-4,
816,Extratos (petróleo), de solvente de destilados naftênicos leves, hidrogenodessulfurizados, se contiverem > 3 % (m/m) de extrato DMSO,轻质环烷基石油馏分溶剂提取物（加氢脱硫，含DMSO提取物>3% m/m）,91995-75-4,295-338-0,
817,Extratos (petróleo), de solvente de destilados parafínicos leves, tratados com ácido, se contiverem > 3 % (m/m) de extrato DMSO,轻质石蜡基石油馏分溶剂提取物（酸处理，含DMSO提取物>3% m/m）,91995-76-5,295-339-6,
818,Extratos (petróleo), de solvente de destilados parafínicos leves, hidrogenodessulfurizados, se contiverem >3 % (m/m) de extrato DMSO,轻质石蜡基石油馏分溶剂提取物（加氢脱硫，含DMSO提取物>3% m/m）,91995-77-6,295-340-1,
819,Extratos (petróleo), de solvente de gasóleo leve de vácuo, tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,减压轻柴油馏分溶剂提取物（加氢处理，含DMSO提取物>3% m/m）,91995-79-8,295-342-2,
820,Óleos residuais (petróleo), tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,加氢处理石油残油（含DMSO提取物>3% m/m）,92045-12-0,295-394-6,
821,Óleos lubrificantes (petróleo), C17-35, extraídos com solvente, desparafinados, tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,C17-35石油润滑油（溶剂提取、脱蜡、加氢处理，含DMSO提取物>3% m/m）,92045-42-6,295-423-2,
822,não aromáticos desparafinados com solvente, se contiverem > 3 % (m/m) de extrato DMSO,非芳烃溶剂脱蜡（含DMSO提取物>3% m/m）,92045-43-7,295-424-8,
823,Óleos residuais (petróleo), desparafinados com solvente tratado com ácido e hidrocraqueado, se contiverem > 3 % (m/m) de extrato DMSO,溶剂脱蜡酸处理加氢裂化石油残油（含DMSO提取物>3% m/m）,92061-86-4,295-499-7,
824,Óleos parafínicos (petróleo), pesados desparafinados refinados com solvente, se contiverem > 3 % (m/m) de extrato DMSO,溶剂精制脱蜡重质石蜡基石油油（含DMSO提取物>3% m/m）,92129-09-4,295-810-6,
825,Extratos (petróleo), de solvente de destilados parafínicos pesados, tratados com argila, se contiverem > 3 % (m/m) de extrato DMSO,重质石蜡基石油馏分溶剂提取物（粘土处理，含DMSO提取物>3% m/m）,92704-08-0,296-437-1,
826,Óleos lubrificantes (petróleo), óleos base, parafínicos, se contiverem > 3 % (m/m) de extrato DMSO,石蜡基石油润滑油基础油（含DMSO提取物>3% m/m）,93572-43-1,297-474-6,
827,Extratos (petróleo), de solvente de destilados naftênicos pesados, hidrogenodessulfurizados, se contiverem > 3 % (m//m) de extrato DMSO,重质环烷基石油馏分溶剂提取物（加氢脱硫，含DMSO提取物>3% m/m）,93763-10-1,297-827-4,
828,Extratos (petróleo), de solvente de destilados parafínicos pesados desparafinados com solvente, hidrogenodessulfurizados, se contiverem > 3 % (m/m) de extrato DMSO,溶剂脱蜡重质石蜡基石油馏分溶剂提取物（加氢脱硫，含DMSO提取物>3% m/m）,93763-11-2,297-829-5,
829,Hidrocarbonetos, resíduos da destilação de parafínicos do cracking com desparafinados com solvente, se contiverem >3 % (m/m) de extrato DMSO,裂化石蜡基蒸馏残渣溶剂脱蜡烃类（含DMSO提取物>3% m/m）,93763-38-3,297-857-8,
830,Óleo residual das parafinas (petróleo), tratado com ácido, se contiver > 3 % (m/m) de extrato DMSO,石油石蜡残油酸处理（含DMSO提取物>3% m/m）,93924-31-3,300-225-7,
831,Óleo residual das parafinas (petróleo), tratado com argila, se contiver > 3 % (m/m) de extrato DMSO,石油石蜡残油粘土处理（含DMSO提取物>3% m/m）,93924-32-4,300-226-2,
832,Hidrocarbonetos, C20-50, destilado de vácuo da hidrogenação do óleo residual, se contiverem > 3 % (m/m) de extrato DMSO,C20-50烃类（石油残油加氢真空蒸馏馏分，含DMSO提取物>3% m/m）,93924-61-9,300-257-1,
833,Destilados (petróleo), pesados tratados com hidrogênio refinados com solvente, hidrogenados, se contiverem > 3 % (m/m) de extrato DMSO,溶剂精制加氢处理重质石油馏分（含DMSO提取物>3% m/m）,94733-08-1,305-588-5,
834,Destilados (petróleo), leves do hidrocracking refinados com solvente, se contiverem > 3 % (m/m) de extrato DMSO,溶剂精制加氢裂化轻质石油馏分（含DMSO提取物>3% m/m）,94733-09-2,305-589-0,
835,Óleos lubrificantes (petróleo), C18-40, à base de destilado do hidrocracking desparafinado com solvente, se contiverem > 3 % (m/m) de extrato DMSO,C18-40石油润滑油（溶剂脱蜡加氢裂化蒸馏基础油，含DMSO提取物>3% m/m）,94733-15-0,305-594-8,
836,Óleos lubrificantes (petróleo), C18-40, à base de refinado hidrogenado desparafinado com solvente, se contiverem > 3 % (m/m) de extrato DMSO,C18-40石油润滑油（溶剂脱蜡加氢精制基础油，含DMSO提取物>3% m/m）,94733-16-1,305-595-3,
837,Hidrocarbonetos, C13-30, ricos em aromáticos, destilado nafténico extraído com solvente, se contiverem > 3 % (m/m) de extrato DMSO,C13-30芳烃富集环烷基溶剂提取物（含DMSO提取物>3% m/m）,95371-04-3,305-971-7,
838,Hidrocarbonetos, C16-32, ricos em aromáticos, destilado nafténico extraído com solvente, se contiverem > 3 % (m/m) de extrato DMSO,C16-32芳烃富集环烷基溶剂提取物（含DMSO提取物>3% m/m）,95371-05-4,305-972-2,
839,Hidrocarbonetos, C37-68, resíduos da destilação de vácuo tratados com hidrogênio desasfaltados desparafinados, se contiverem > 3 % (m/m) de extrato DMSO,C37-68烃类（加氢处理脱沥青脱蜡真空蒸馏残渣，含DMSO提取物>3% m/m）,95371-07-6,305-974-3,
840,Hidrocarbonetos, C37-65, resíduos da destilação de vácuo desasfaltados tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,C37-65烃类（加氢处理脱沥青真空蒸馏残渣，含DMSO提取物>3% m/m）,95371-08-7,305-975-9,
841,Destilados (petróleo), leves do hidrocracking refinados com solvente, se contiverem > 3 % (m/m) de extrato DMSO,溶剂精制加氢裂化轻质石油馏分（含DMSO提取物>3% m/m）,97488-73-8,307-010-7,
842,Destilados (petróleo), pesados hidrogenados refinados com solvente, se contiverem > 3 % (m/m) de extrato DMSO,溶剂精制加氢重质石油馏分（含DMSO提取物>3% m/m）,97488-74-9,307-011-2,
843,Óleos lubrificantes (petróleo), C18-27, do hidrocracking desparafinados com solvente, se contiverem > 3 % (m/m) de extrato DMSO,C18-27石油润滑油（溶剂脱蜡加氢裂化，含DMSO提取物>3% m/m）,97488-95-4,307-034-8,
844,Hidrocarbonetos, C17-30, resíduo atmosférico desasfaltado com solvente tratado com hidrogênio, fracções leves da destilação, se contiverem > 3 % (m/m) de extrato DMSO,C17-30烃类（溶剂脱沥青常压残渣加氢处理蒸馏轻馏分，含DMSO提取物>3% m/m）,97675-87-1,307-661-7,
845,Hidrocarbonetos, C17-40, resíduo de destilação desasfaltado com solvente e tratado com hidrogênio, fracções leves da destilação de vácuo, se contiverem > 3 % (m/m) de extrato DMSO,C17-40烃类（溶剂脱沥青蒸馏残渣加氢处理真空蒸馏轻馏分，含DMSO提取物>3% m/m）,97722-06-0,307-755-8,
846,Hidrocarbonetos, C13-27, naftênicos leves extraídos com solvente, se contiverem > 3 % (m/m) de extrato DMSO,C13-27轻质环烷基溶剂提取物（含DMSO提取物>3% m/m）,97722-09-3,307-758-4,
847,Hidrocarbonetos, C14-29, naftênicos leves extraídos com solvente, se contiverem > 3 % (m/m) de extrato DMSO,C14-29轻质环烷基溶剂提取物（含DMSO提取物>3% m/m）,97722-10-6,307-760-5,
848,Óleo residual das parafinas (petróleo), tratado com carvão ativado, se contiver > 3 % (m/m) de extrato DMSO,石油石蜡残油活性炭处理（含DMSO提取物>3% m/m）,97862-76-5,308-126-0,
849,Óleo residual das parafinas (petróleo), tratado com ácido silícico, se contiver > 3 % (m/m) de extrato DMSO,石油石蜡残硅胶处理（含DMSO提取物>3% m/m）,97862-77-6,308-127-6,
850,Hidrocarbonetos, C27-42, desaromatizados, se contiverem > 3 % (m/m) de extrato DMSO,C27-42脱芳烃烃类（含DMSO提取物>3% m/m）,97862-81-2,308-131-8,
851,Hidrocarbonetos, C17-30, destilados tratados com hidrogênio, fracções leves da destilação, se contiverem > 3 % (m/m) de extrato DMSO,C17-30烃类（加氢处理蒸馏轻馏分，含DMSO提取物>3% m/m）,97862-82-3,308-132-3,
852,Hidrocarbonetos, C27-45, nafténico da destilação de vácuo, se contiverem > 3 % (m/m) de extrato DMSO,C27-45真空蒸馏环烷基烃类（含DMSO提取物>3% m/m）,97862-83-4,308-133-9,
853,Hidrocarbonetos, C27-45, desaromatizados, se contiverem > 3 % (m/m) de extrato DMSO,C27-45脱芳烃烃类（含DMSO提取物>3% m/m）,97926-68-6,308-287-7,
854,Hidrocarbonetos, C20-58, tratados com hidrogênio, se contiverem > 3 % (m/m) de extrato DMSO,C20-58加氢处理烃类（含DMSO提取物>3% m/m）,97926-70-0,308-289-8,
855,Hidrocarbonetos, C27-42, naftênicos, se contiverem > 3 % (m/m) de extrato DMSO,C27-42环烷基烃类（含DMSO提取物>3% m/m）,97926-71-1,308-290-3,
856,Extratos (petróleo), de solvente de destilados parafínicos leves, tratados com carvão ativado, se contiverem > 3 % (m/m) de extrato DMSO,轻质石蜡基石油馏分溶剂提取物（活性炭处理，含DMSO提取物>3% m/m）,100684-02-4,309-672-2,
857,Extratos (petróleo), de solvente de destilados parafínicos leves, tratados com argila, se contiverem > 3 % (m/m) de extrato DMSO,轻质石蜡基石油馏分溶剂提取物（粘土处理，含DMSO提取物>3% m/m）,100684-03-5,309-673-8,
858,Extratos (petróleo), de solvente de gasóleo leve de vácuo, tratados com carvão ativado, se contiverem > 3 % (m/m) de extrato DMSO,减压轻柴油馏分溶剂提取物（活性炭处理，含DMSO提取物>3% m/m）,100684-04-6,309-674-3,
859,Extratos (petróleo), de solvente de gasóleo leve de vácuo, tratado com argila, se contiverem > 3 % (m/m) de extrato DMSO,减压轻柴油馏分溶剂提取物（粘土处理，含DMSO提取物>3% m/m）,100684-05-7,309-675-9,
860,Óleos residuais (petróleo), desparafinados com solvente tratados com carvão ativado, se contiverem > 3 % (m/m) de extrato DMSO,溶剂脱蜡活性炭处理石油残油（含DMSO提取物>3% m/m）,100684-37-5,309-710-8,
861,Óleos residuais (petróleo), desparafinados com solvente tratados com argila, se contiverem > 3 % (m/m) de extrato DMSO,溶剂脱蜡粘土处理石油残油（含DMSO提取物>3% m/m）,100684-38-6,309-711-3,
862,Óleos lubrificantes (petróleo), C>25, extraídos com solvente, desasfaltados, desparafinados, hidrogenados, se contiverem > 3 % (m/m) de extrato DMSO,C>25石油润滑油（溶剂提取、脱沥青、脱蜡、加氢处理，含DMSO提取物>3% m/m）,101316-69-2,309-874-0,
863,com solvente, desparafinados, hidrogenados, se contiverem > 3 % (m/m) de extrato DMSO,溶剂脱蜡加氢处理（含DMSO提取物>3% m/m）,101316-70-5,-,
864,Óleos lubrificantes (petróleo), C20-35, extraídos com solvente, desparafinados, hidrogenados, se contiverem > 3 % (m/m) de extrato DMSO,C20-35石油润滑油（溶剂提取、脱蜡、加氢处理，含DMSO提取物>3% m/m）,101316-71-6,309-876-1,
865,Óleos lubrificantes (petróleo), C24-50, extraídos com solvente, desparafinados, hidrogenados, se contiverem > 3 % (m/m) de extrato DMSO,C24-50石油润滑油（溶剂提取、脱蜡、加氢处理，含DMSO提取物>3% m/m）,101316-72-7,309-877-7,
866,Destilados (petróleo), médios tratados (sweetened), exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,精制中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64741-86-2,265-088-7,
867,Gasóleos (petróleo), refinados com solvente, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,溶剂精制柴油（除非已知所有精炼历史且能证明原料无致癌性）,64741-90-8,265-092-9,
868,Destilados (petróleo), médios refinados com solvente, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,溶剂精制中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64741-91-9,265-093-4,
869,Gasóleos (petróleo), tratados com ácido, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,酸处理柴油（除非已知所有精炼历史且能证明原料无致癌性）,64742-12-7,265-112-6,
870,Destilados (petróleo), médios tratados com ácido, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,酸处理中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64742-13-8,265-113-1,
871,Destilados (petróleo), leves tratados com ácido, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,酸处理轻质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64742-14-9,265-114-7,
872,Gasóleos (petróleo), neutralizados quimicamente, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,化学中和柴油（除非已知所有精炼历史且能证明原料无致癌性）,64742-29-6,265-129-9,
873,Destilados (petróleo), médios neutralizados quimicamente, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,化学中和中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64742-30-9,265-130-4,
874,Destilados (petróleo), médios tratados com argila, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,粘土处理中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64742-38-7,265-139-3,
875,Destilados (petróleo), médios tratados com hidrogênio, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,加氢处理中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64742-46-7,265-148-2,
876,Gasóleos (petróleo), hidrogenodessulfurizados, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,加氢脱硫柴油（除非已知所有精炼历史且能证明原料无致癌性）,64742-79-6,265-182-8,
877,Destilados (petróleo), médios hidrogenodessulfurizados, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,加氢脱硫中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,64742-80-9,265-183-3,
878,Destilados (petróleo), do resíduo do fracionador do reformer catalítico, com intervalo de destilação elevado, exceto se se conhecerem todos os antecedentes de refinação,催化重整分馏塔残渣馏分（高沸点，除非已知所有精炼历史）,68477-29-2,270-719-4,
879,Destilados (petróleo), do resíduo do fracionador do reformer catalítico, com intervalo de destilação médio, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,催化重整分馏塔残渣馏分（中沸点，除非已知所有精炼历史且能证明原料无致癌性）,68477-30-5,270-721-5,
880,Destilados (petróleo), do resíduo do fracionador do reformer catalítico, com intervalo de destilação baixo, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,催化重整分馏塔残渣馏分（低沸点，除非已知所有精炼历史且能证明原料无致癌性）,68477-31-6,270-722-0,
881,Alcanos, C12-26 lineares e ramificados, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,C12-26直链和支链烷烃（除非已知所有精炼历史且能证明原料无致癌性）,90622-53-0,292-454-3,
882,Destilados (petróleo), médios altamente refinados, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,高度精炼中质石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,90640-93-0,292-615-8,
883,Destilados (petróleo), do reformer catalítico, concentrado aromático pesado, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,催化重整馏分（重质芳烃浓缩物，除非已知所有精炼历史且能证明原料无致癌性）,91995-34-5,295-294-2,
884,Gasóleos, parafínicos, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,石蜡基柴油（除非已知所有精炼历史且能证明原料无致癌性）,93924-33-5,300-227-8,
885,Nafta (petróleo), pesada hidrogenodessulfurizada refinada com solvente, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,溶剂精制加氢脱硫重质石脑油（除非已知所有精炼历史且能证明原料无致癌性）,97488-96-5,307-035-3,
886,Hidrocarbonetos, destilado médio C16-20 tratado com hidrogênio, fracções leves da destilação, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,C16-20中沸点加氢处理烃类（蒸馏轻馏分，除非已知所有精炼历史且能证明原料无致癌性）,97675– 85-9,307-659-6,
887,Hidrocarbonetos C12-20, parafínicos tratados com hidrogênio, fracções leves da destilação, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,C12-20石蜡基加氢处理烃类（蒸馏轻馏分，除非已知所有精炼历史且能证明原料无致癌性）,97675-86-0,307-660-1,
888,Hidrocarbonetos, C11-17, naftênicos leves extraídos com solvente, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,C11-17轻质环烷基溶剂提取物（除非已知所有精炼历史且能证明原料无致癌性）,97722-08-2,307-757-9,
889,Gasóleos, tratados com hidrogênio, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,加氢处理柴油（除非已知所有精炼历史且能证明原料无致癌性）,97862-78-7,308-128-1,
890,Destilados (petróleo), parafínicos leves tratados com carvão ativado, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,活性炭处理轻质石蜡基石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,100683-97-4,309-667-5,
891,Destilados (petróleo), parafínicos médios, tratados com carvão ativado, exceto se se conhecerem todos os antecedentes de  refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,活性炭处理中质石蜡基石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,100683-98-5,309-668-0,
892,Destilados (petróleo), parafínicos, médios, tratados com argila, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,粘土处理中质石蜡基石油馏分（除非已知所有精炼历史且能证明原料无致癌性）,100683-99-6,309-669-6,
893,Massas lubrificantes, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,润滑油脂（除非已知所有精炼历史且能证明原料无致癌性）,74869-21-9,278-011-7,
894,Parafinas brutas (petróleo), exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,64742-61-6,265-165-5,
895,Parafinas brutas (petróleo), tratadas com ácido, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,酸处理粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,90669-77-5,292-659-8,
896,Parafinas brutas (petróleo), tratadas com argila, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,粘土处理粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,90669-78-6,292-660-3,
897,Parafinas brutas (petróleo), tratadas com hidrogênio, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,加氢处理粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,92062-09-4,295-523-6,
898,Parafinas brutas (petróleo), de ponto de fusão baixo, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,低熔点粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,92062-10-7,295-524-1,
899,Parafinas brutas (petróleo), de ponto de fusão baixo, tratadas com hidrogênio, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,加氢处理低熔点粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,92062-11-8,295-525-7,
900,Parafinas brutas (petróleo), de ponto de fusão baixo, tratadas com carvão ativado, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,活性炭处理低熔点粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,97863-04-2,308-155-9,
901,Parafinas brutas (petróleo), de ponto de fusão baixo, tratadas com argila, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,粘土处理低熔点粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,97863-05-3,308-156-4,
902,Parafinas brutas (petróleo), de ponto de fusão baixo, tratadas com ácido silícico, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,硅胶处理低熔点粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,97863-06-4,308-158-5,
903,Parafinas brutas (petróleo), tratadas com carvão ativado, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,活性炭处理粗石蜡（除非已知所有精炼历史且能证明原料无致癌性）,100684-49-9,309-723-9,
904,Petrolato, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,凡士林（除非已知所有精炼历史且能证明原料无致癌性）,8009-03-8,232-373-2,
905,Petrolato (petróleo), oxidado, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,氧化石油凡士林（除非已知所有精炼历史且能证明原料无致癌性）,64743-01-7,265-206-7,
906,Petrolato (petróleo), tratado com alumina, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,氧化铝处理石油凡士林（除非已知所有精炼历史且能证明原料无致癌性）,85029-74-9,285-098-5,
907,Petrolato (petróleo), tratado com hidrogênio, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,加氢处理石油凡士林（除非已知所有精炼历史且能证明原料无致癌性）,92045-77-7,295-459-9,
908,Petrolato (petróleo), tratado com carvão ativado, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,活性炭处理石油凡士林（除非已知所有精炼历史且能证明原料无致癌性）,97862-97-0,308-149-6,
909,Petrolato (petróleo), tratado com ácido silícico, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,硅胶处理石油凡士林（除非已知所有精炼历史且能证明原料无致癌性）,97862-98-1,308-150-1,
910,Petrolato (petróleo), tratado com argila, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena,粘土处理石油凡士林（除非已知所有精炼历史且能证明原料无致癌性）,100684-33-1,309-706-6,
911,Destilados (petróleo), leves do cracking catalítico,催化裂化轻质石油馏分,64741-59-9,265-060-4,
912,Destilados (petróleo), médios do cracking catalítico,催化裂化中质石油馏分,64741-60-2,265-062-5,
913,Destilados (petróleo), leves do cracking térmico,热裂化轻质石油馏分,64741-82-8,265-084-5,
914,Destilados (petróleo), leves do cracking catalítico hidrogenodessulfurizados,加氢脱硫催化裂化轻质石油馏分,68333-25-5,269-781-5,
915,Destilados (petróleo), nafta leve do steam- cracking,蒸汽裂解轻质石脑油,68475-80-9,270-662-5,
916,Destilados (petróleo), de destilados do cracking do steam-cracking de petróleo,石油蒸汽裂解馏分蒸馏产物,68477-38-3,270-727-8,
917,Gasóleos (petróleo), do steam-cracking,蒸汽裂解柴油,68527-18-4,271-260-2,
918,Destilados (petróleo), médios do cracking térmico hidrogenodessulfurizados,加氢脱硫热裂化中质石油馏分,85116-53-6,285-505-6,
919,Gasóleos (petróleo), do cracking térmico, hidrogenodessulfurizados,加氢脱硫热裂化柴油,92045-29-9,295-411-7,
920,Resíduos (petróleo), da nafta do steam-cracking hidrogenada,加氢蒸汽裂解石脑油残渣,92062-00-5,295-514-7,
921,Resíduos (petróleo), de destilação da nafta do steam-cracking,蒸汽裂解石脑油蒸馏残渣,92062-04-9,295-517-3,
922,Destilados (petróleo), leves do cracking catalítico, degradados termicamente,热降解催化裂化轻质石油馏分,92201-60-0,295-991-1,
923,Resíduos (petróleo), de nafta aquecida do steam- cracking,加热蒸汽裂解石脑油残渣,93763-85-0,297-905-8,
924,Gasóleos (petróleo), leves de vácuo, do cracking térmico hidrogenodessulfurizados,加氢脱硫热裂化减压轻柴油,97926-59-5,308-278-8,
925,Destilados (petróleo), do coker médios hidrogenodessulfurizados,加氢脱硫焦化中质石油馏分,101316-59-0,309-865-1,
926,Destilados (petróleo), de resíduos pesados do steam-cracking,蒸汽裂解重质残渣馏分,101631-14-5,309-939-3,
927,Resíduos (petróleo), da coluna atmosférica,常压塔残渣,64741-45-3,265-045-2,
928,Gasóleos (petróleo) pesados de vácuo,减压重柴油,64741-57-7,265-058-3,
929,Destilados (petróleo), pesados do cracking catalítico,催化裂化重质石油馏分,64741-61-3,265-063-0,
930,Óleos clarificados (petróleo), do cracking catalítico,催化裂化澄清油,64741-62-4,265-064-6,
931,Resíduos (petróleo), do fracionador do reformer catalítico,催化重整分馏塔残渣,64741-67-9,265-069-3,
932,Resíduos (petróleo), do hidrocracking,加氢裂化残渣,64741-75-9,265-076-1,
933,Resíduos (petróleo), do cracking térmico,热裂化残渣,64741-80-6,265-081-9,
934,Destilados (petróleo), pesados do cracking térmico,热裂化重质石油馏分,64741-81-7,265-082-4,
935,hidrogênio,氢气,64742-59-2,265-162-9,
936,Resíduos (petróleo), atmosféricos hidrogenodessulfurizados,加氢脱硫常压残渣,64742-78-5,265-181-2,
937,Gasóleos (petróleo), de vácuo pesados hidrogenodessulfurizados,加氢脱硫减压重柴油,64742-86-5,265-189-6,
938,Resíduos (petróleo), do steam-cracking,蒸汽裂解残渣,64742-90-1,265-193-8,
939,Resíduos (petróleo), atmosféricos,常压残渣,68333-22-2,269-777-3,
940,Óleos clarificados (petróleo), do cracking catalítico hidrogenodessulfurizados,加氢脱硫催化裂化澄清油,68333-26-6,269-782-0,
941,Destilados (petróleo), médios do cracking catalítico hidrogenodessulfurizados,加氢脱硫催化裂化中质石油馏分,68333-27-7,269-783-6,
942,Destilados (petróleo), pesados do cracking catalítico hidrogenodessulfurizados,加氢脱硫催化裂化重质石油馏分,68333-28-8,269-784-1,
943,Fuelóleo, resíduos dos gasóleos de destilação direta, ricos em enxofre,直馏柴油残渣燃料油（高硫）,68476-32-4,270-674-0,
944,Fueóleo, residual,残渣燃料油,68476-33-5,270-675-6,
945,Resíduos (petróleo), da destilação do resíduo da coluna de fracionamento do reformer catalítico,催化重整分馏塔残渣蒸馏残渣,68478-13-7,270-792-2,
946,Resíduos (petróleo), do gasóleo pesado do coker e do gasóleo de vácuo,焦化重柴油和减压柴油残渣,68478-17-1,270-796-4,
947,Resíduos (petróleo), pesados do coker e leves de vácuo,焦化重质残渣和减压轻油,68512-62-9,270-984-6,
